1, 29404
15, 29404
144, 29404
557, 29404
1058, 29404
1681, 29404
2431, 29403
3150, 29384
4021, 29368
5044, 29354
6224, 29332
7515, 29301
8842, 29258
10163, 29220
11567, 29170
12987, 29118
14627, 29036
15990, 28964
17314, 28868
18542, 28777
19633, 28628
20803, 28478
21693, 28330
22595, 28193
23197, 28023
23717, 27866
24112, 27695
24432, 27554
24608, 27377
24740, 27222
24735, 26995
24799, 26821
24713, 26598
24703, 26427
24584, 26216
24365, 25875
24023, 25445
23756, 25101
23367, 24657
23045, 24298
22580, 23781
22186, 23348
21656, 22776
21265, 22356
20662, 21713
20202, 21207
19593, 20558
19142, 20072
18436, 19316
17909, 18758
17195, 18013
16740, 17540
16216, 16992
15845, 16606
15354, 16092
14945, 15665
14453, 15147
14087, 14766
13560, 14227
13144, 13790
12574, 13197
12056, 12659
11425, 12005
11009, 11568
10637, 11184
10293, 10824
9955, 10476
9652, 10152
9299, 9785
8981, 9453
8816, 9276
8703, 9160
8534, 8981
8410, 8849
8244, 8671
8104, 8518
7945, 8345
7809, 8201
7655, 8038
7520, 7895
7344, 7700
7167, 7514
6965, 7301
6836, 7167
6679, 6998
6544, 6855
6427, 6732
6345, 6645
6206, 6496
6126, 6410
6015, 6290
5917, 6186
5792, 6052
5715, 5971
5607, 5857
5517, 5763
5412, 5651
5321, 5554
5233, 5461
5155, 5376
5064, 5283
4993, 5207
4906, 5119
4773, 4981
4606, 4807
4486, 4681
4311, 4499
4198, 4378
4026, 4200
3907, 4078
3770, 3937
3659, 3820
3512, 3668
3391, 3543
3258, 3406
3143, 3281
3001, 3136
2903, 3035
2799, 2924
2708, 2830
2580, 2696
2438, 2546
2318, 2425
2244, 2350
2164, 2266
2095, 2193
1998, 2088
1917, 1999
1820, 1898
1773, 1849
1693, 1765
1641, 1707
1565, 1628
1516, 1577
1455, 1514
1389, 1444
1329, 1379
1271, 1316
1223, 1268
1191, 1234
1136, 1178
1091, 1132
1056, 1096
1013, 1051
960, 997
925, 961
883, 916
854, 886
815, 844
798, 826
763, 790
733, 756
698, 720
671, 693
638, 659
613, 632
587, 605
551, 568
524, 541
503, 520
487, 504
467, 484
448, 465
425, 441
405, 420
395, 409
381, 394
373, 386
357, 370
340, 353
327, 340
317, 330
303, 316
290, 301
279, 290
266, 277
260, 271
251, 260
241, 250
234, 243
225, 234
214, 222
205, 213
199, 207
196, 203
190, 197
179, 185
172, 178
165, 171
158, 164
149, 154
147, 152
143, 148
139, 144
136, 141
135, 140
130, 135
128, 132
123, 127
116, 120
109, 113
102, 105
98, 101
95, 98
91, 94
88, 91
83, 86
80, 82
78, 80
77, 79
73, 75
69, 71
68, 70
67, 69
63, 65
61, 63
56, 57
53, 54
52, 53
51, 52
49, 50
47, 48
43, 44
43, 44
41, 42
39, 40
31, 32
31, 32
31, 32
31, 32
28, 29
27, 28
26, 27
24, 25
23, 24
22, 23
20, 21
20, 21
19, 20
19, 20
19, 20
19, 20
18, 19
18, 19
17, 18
17, 18
14, 15
14, 15
14, 15
14, 15
13, 14
12, 12
12, 12
12, 12
12, 12
12, 12
12, 12
12, 12
11, 11
11, 11
10, 10
9, 9
9, 9
9, 9
9, 9
9, 9
9, 9
9, 9
9, 9
8, 8
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
7, 7
6, 6
5, 5
5, 5
5, 5
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
3, 3
3, 3
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
